id,title,num_list_users
1651,Uchuu Senkan Yamato 2,7630
38250,Xiao Lu He Xiao Lan,7920
102,Aishiteruze Baby★★,97553
35821,Chio-chan no Tsuugakuro,106924
39175,Cider no You ni Kotoba ga Wakiagaru,163104
2768,CLAMP in Wonderland 2,19280
25687,Digimon Adventure tri. 1: Saikai,107647
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,475421
2409,Gokudou-kun Manyuuki,14127
15195,Hetalia: The Beautiful World,67703
1852,Hidamari Sketch,72564
3731,Itazura na Kiss,261889
14467,K,702503
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,22134
17187,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,58868
27411,Koukaku Kidoutai: Shin Movie,43916
37984,"Kumo Desu ga, Nani ka?",335486
22693,Lady Jewelpet,9901
40904,Bokutachi no Remake,265046
1681,Brave Story,40673
1069,Chou Denji Machine Voltes V,7004
6573,Darker than Black: Ryuusei no Gemini,387884
18465,Genshiken Nidaime,49345
10793,Guilty Crown,1120348
1663,Haha wo Tazunete Sanzenri,9451
13115,Hakuouki: Reimeiroku,54348
40842,Idoly Pride,53191
36903,Kengan Ashura,122940
20785,Mahouka Koukou no Rettousei,947295
1029,Omoide Poroporo,122526
490,Paniponi Dash!,58413
50185,Ryman's Club,53691
1608,Salaryman Kintarou,9041
18523,Senyuu. 2,54545
879,Simoun,39546
8726,Soredemo Machi wa Mawatteiru,57087
8995,Tales of Symphonia The Animation: Sekai Tougou-hen,22988
11553,Toradora!: Bentou no Gokui,165260
98,Mai-HiME,109018
37890,Oshi ga Budoukan Ittekuretara Shinu,36853
327,Puchi Pri*Yucie,13689
21573,Senki Zesshou Symphogear GX,42924
30736,Shingeki no Bahamut: Virgin Soul,220026
2596,Shinreigari,137428
8557,Shinryaku! Ika Musume,182803
14289,Sukitte Ii na yo.,592956
40685,Super Cub,92117
696,Tenchi Muyou!,71723
3974,Tetsuwan Birdy Decode,89020
1911,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,12389
44069,Xian Wang de Richang Shenghuo 2,71256
1840,Zero no Tsukaima: Futatsuki no Kishi,467789
11433,Ano Natsu de Matteru,355652
28405,Ansatsu Kyoushitsu: Deai no Jikan,122686
1686,Bleach Movie 1: Memories of Nobody,251856
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,223132
41587,Boku no Hero Academia 5th Season,910287
24703,High School DxD BorN,721285
48675,Kakkou no Iinazuke,147700
33082,Kingsglaive: Final Fantasy XV,54984
1579,Kiniro no Corda: Primo Passo,93322
2971,Kyou kara Maou! R,22486
9834,Level E,89027
15061,Aikatsu!,38804
31580,Ajin,535978
1614,Captain Tsubasa: Road to 2002,51564
32696,Fukigen na Mononokean,117462
1393,Future GPX Cyber Formula Zero,2404
364,Gallery Fake,13330
32071,Gantz:O,88229
37349,Goblin Slayer,945206
16528,Hal,132959
9938,Ikoku Meiro no Croisée The Animation,55630
34420,Isekai Izakaya: Koto Aitheria no Izakaya Nobu,33366
8217,Jewelpet Twinkle☆,10539
40908,Kemono Jihen,306951
9136,Kuroshitsuji II Specials,116307
76,Mahou Shoujo Lyrical Nanoha,96879
32233,Micchiri Neko March,2405
35078,Mitsuboshi Colors,90812
8246,Naruto: Shippuuden Movie 4 - The Lost Tower,223299
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,198901
40870,SSSS.Dynazenon,107578
1006,Tenchi Muyou! in Love,22133
47159,Tensai Ouji no Akaji Kokka Saisei Jutsu,187420
39024,Wu Dong Qian Kun,5548
33094,WWW.Working!!,144772
49236,Youjo Senki: Sabaku no Pasta Daisakusen,44145
3972,Yu☆Gi☆Oh! 5D's,126069
36565,Major 2nd (TV),30418
14527,Medaka Box Abnormal,131622
2743,Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,7728
37975,Piano no Mori (TV) 2nd Season,43640
14123,Pokemon Black and White 2: Introduction Movie,16773
64,Rozen Maiden,191894
16123,Saki Zenkoku-hen,32922
5262,Shugo Chara!! Doki,97240
41409,Wushen Zhuzai,3122
156,X,76338
40734,Yao Shen Ji: Hei Yu Pian,5092
103,Akazukin Chacha,13721
1327,Aoki Densetsu Shoot!,13237
586,Ayakashi: Japanese Classic Horror,67073
59,Chobits,448243
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,133129
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,287016
33672,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,4253
30694,Dragon Ball Super,716518
1747,Freedom,22532
242,Gokusen,40852
4060,Grimm Meisaku Gekijou,4182
15613,Hakkenden: Touhou Hakken Ibun,107301
3652,Higurashi no Naku Koro ni Rei,180231
4312,Hokuto no Ken: Toki-den,7810
39730,Houkago Teibou Nisshi,53705
39049,Jashin-chan Dropkick',31670
42106,Jiang Ziya,5893
15051,Love Live! School Idol Project,415583
2548,Ai no Wakakusa Monogatari,7860
31485,Aikatsu Stars! Movie,4922
22729,Aldnoah.Zero,480630
11235,Amagami SS+ Plus,154673
38824,Baby I Love You Daze,8280
36934,Captain Tsubasa (2018),65372
25183,Gangsta.,520048
134,Gunslinger Girl,176465
35333,Hitori no Shita: The Outcast 2nd Season,64063
11013,Inu x Boku SS,467934
38472,Isekai Quartet,345700
666,JoJo no Kimyou na Bouken,105406
1878,Kaze no Shoujo Emily,6603
2458,Kimagure Orange☆Road OVA,7051
1241,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,22189
39806,Mugen no Juunin: Immortal,69144
8857,Nichijou: Nichijou no 0-wa,77895
32668,Noblesse: Awakening,108873
11933,Oda Nobuna no Yabou,274456
49730,Pokemon Evolutions,11487
23281,Psycho-Pass 2,595834
165,RahXephon,110751
38787,Senryuu Shoujo,166526
2923,Shugo Chara!,203845
25,Sunabouzu,126163
12015,Tiger & Bunny Movie 1: The Beginning,23607
181,Vandread: The Second Stage,50754
34792,Yoake Tsugeru Lu no Uta,45715
5075,Yuusha Keisatsu J-Decker,3191
15813,Majokko Shimai no Yoyo to Nene,16453
20541,Mikakunin de Shinkoukei,361149
352,Motto! Ojamajo Doremi,18910
351,Ojamajo Doremi Sharp,18868
10257,Pretty Rhythm: Aurora Dream,19951
131,Saiyuuki Reload Gunlock,21828
2903,Sakigake!! Otokojuku,12129
34494,Sakura Quest,136945
167,Scrapped Princess,88987
47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",373177
2098,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",7938
560,Soukyuu no Fafner: Right of Left - Single Program,14291
1728,Super GALS! Kotobuki Ran,19154
2013,Taiho Shichau zo The Movie,7833
16417,Tamako Market,378014
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,6213
33758,Wu Geng Ji,4480
798,Yomigaeru Sora: Rescue Wings,13200
8457,Yozakura Quartet: Hoshi no Umi,36911
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,3464
35756,Comic Girls,131879
25731,Cross Ange: Tenshi to Ryuu no Rondo,181749
40056,Deca-Dence,267519
14837,Dragon Ball Z Movie 14: Kami to Kami,192200
2553,Flanders no Inu,6553
35889,Hakata Tonkotsu Ramens,141237
14753,Hori-san to Miyamura-kun,102088
38533,Huyao Xiao Hongniang: Zhu Ye,4506
42361,"Ijiranaide, Nagatoro-san",642125
389,Karas,61231
31798,Kiznaiver,665424
10209,Kore wa Zombie Desu ka? OVA,126092
39113,Lilac,4325
42290,Ling Long: Incarnation Part 2,1549
32526,Love Live! Sunshine!!,166483
38753,Araburu Kisetsu no Otome-domo yo.,287012
14669,Aura: Maryuuin Kouga Saigo no Tatakai,87162
3076,Bishoujo Senshi Sailor Moon SuperS Specials,21710
6922,Fate/stay night Movie: Unlimited Blade Works,204677
6895,Hakuouki,158463
34012,Isekai Shokudou,210031
2204,Karakurizoushi Ayatsuri Sakon,10878
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,134891
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",608600
1972,Meitantei Holmes,10258
10075,Naruto x UT,48398
1060,Oruchuban Ebichu,47334
38528,Quanzhi Fashi III,43900
34549,Ryuu no Haisha,38884
130,Saiyuuki Reload,32370
2216,Shigurui,110833
44407,Shinkai,1625
7858,Sora no Otoshimono: Project Pink,102938
24459,Tales of Zestiria: Doushi no Yoake,41314
4654,Toaru Majutsu no Index,742044
183,Whistle!,13444
44221,Xie Wang Zhui Qi: Yishi Qingcheng,6109
35673,Yama no Susume: Omoide Present,11462
975,Yokohama Kaidashi Kikou,34025
36043,Net-juu no Susume Special,95422
10178,Otona Joshi no Anime Time,20227
1873,Plawres Sanshirou,3461
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,282835
168,s.CRY.ed,77938
2942,Sketchbook: Full Color's,27822
5141,Taishou Yakyuu Musume.,19388
2257,Taiyou no Kiba Dagram,4659
47405,Wanmei Shijie,4597
25519,Yuuki Yuuna wa Yuusha de Aru,140828
15911,Yuyushiki,99033
6408,"""Bungaku Shoujo"" Movie",64516
8756,Bishoujo Senshi Sailor Moon Memorial,16582
40060,BNA,311944
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,5485
501,Doraemon,19344
1391,Future GPX Cyber Formula,6714
23311,Garo: Honoo no Kokuin,136050
32648,Handa-kun,255535
6399,Higashi no Eden: Falling Down,13604
39988,Isekai Quartet 2,205726
489,Kamichu!,56943
8841,Kore wa Zombie Desu ka?,586246
207,Lodoss-tou Senki,60756
12149,AKB0048,58586
33506,Ao no Exorcist: Kyoto Fujouou-hen,675976
18893,Aoki Hagane no Arpeggio: Ars Nova,142173
8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,169340
5684,Fresh Precure!,14766
344,Futatsu no Spica,9674
2330,Jibaku-kun,12208
1021,Kaikan Phrase,12518
1454,Kemonozume,68149
41884,Ling Jian Zun 4th Season,1926
27787,Nisekoi:,627582
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,179451
10445,Perfect Day,11133
527,Pokemon,567709
23421,Re:␣Hamatora,158394
10464,Seitokai no Ichizon Lv.2,67892
24037,Selector Spread WIXOSS,74384
5332,Toshokan Sensou: Koi no Shougai,9610
113,Uchuu no Stellvia,22819
10798,Un-Go,141986
763,Zoids,46176
333,Mama wa Shougaku 4 Nensei,5478
10624,Mardock Scramble: The Second Combustion,38051
1091,Mobile Suit Gundam II: Soldiers of Sorrow,28427
40513,Nami yo Kiitekure,75330
28149,Nihon Animator Mihonichi,37279
238,Rekka no Honoo,61405
20709,Sabage-bu!,143461
13429,Sakasama no Patema: Beginning of the Day,27269
34102,Sakurada Reset,135184
5355,Sengoku Basara,151926
6572,Shakugan no Shana S,80596
2978,Shin Getter Robo,9339
2555,Shoukoushi Cedie,3902
1072,Sweat Punch,36120
30344,The iDOLM@STER Cinderella Girls 2nd Season,33873
970,Yokoyama Mitsuteru Sangokushi,5620
1292,Afro Samurai,333789
1589,Bartender,81734
40004,Bokutachi wa Benkyou ga Dekinai!,256216
50549,Bubble,114288
1475,City Hunter: Bay City Wars,7110
4189,Fuyu no Sonata,22485
3213,Ganbare Genki,2271
506,Glass no Kamen,8190
11617,High School DxD,1270783
33241,Honobono Log,68951
5998,Hottarake no Shima: Haruka to Mahou no Kagami,9116
3358,Kure-nai,86077
4970,Afro Samurai: Resurrection,94779
3549,Allison to Lillia,40699
68,Black Cat (TV),254471
17269,Captain Herlock,50077
2817,Cinderella Monogatari,7146
22839,Cross Road,70098
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,182349
17121,Dareka no Manazashi,65598
24655,Date A Live Movie: Mayuri Judgment,181689
17641,Date A Live: Date to Date,181862
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,6698
18507,Free!,731124
13335,Fuse: Teppou Musume no Torimonochou,31564
15863,Ginga Kikoutai Majestic Prince,52568
33654,Hitorijime My Hero,147117
24781,Imawa no Kuni no Alice (OVA),46969
41168,Nakitai Watashi wa Neko wo Kaburu,337557
2680,One Piece: Straw Hat Theater,27211
30714,Owaranai Seraph,83680
37596,Poputepipikku TV Special,22366
5984,Ristorante Paradiso,42579
573,Saber Marionette J,29604
38759,Sewayaki Kitsune no Senko-san,309042
4715,Shigofumi: Sore kara,16441
815,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,20315
37937,Wan Jie Xian Zong,3454
38741,Xue Ying Ling Zhu,3330
3712,Zero no Tsukaima: Princesses no Rondo,415099
3468,Maria-sama ga Miteru Specials,8968
520,Marmalade Boy Movie,9952
37175,Mi Yu Xing Zhe,16575
30016,Nanbaka,295326
2107,One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,60270
38483,Ore wo Suki nano wa Omae dake ka yo,389383
19291,Pokemon XY,145756
40005,Quanzhi Fashi IV,27804
13599,Robotics;Notes,169577
18041,Rozen Maiden (2013),72664
5909,Seitokai no Ichizon,183922
51335,Shen Yin Wangzuo,864
868,Slayers Great,18357
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,7561
565,Steamboy,74941
2337,Tetsujin 28-gou (2004),4578
44191,Tropical-Rouge! Precure,9102
48471,Tsuki to Laika to Nosferatu,118835
8115,Uchuu Show e Youkoso,24103
45196,Wan Jie Fa Shen,1814
41094,Xian Wang de Richang Shenghuo,210821
35626,Yao Shen Ji,13593
42284,Yuan Long,2814
50,Aa! Megami-sama! (TV),148947
92,After War Gundam X,32508
2225,Alps no Shoujo Heidi,32348
2969,Appleseed Saga Ex Machina,37552
1521,Black Jack the Movie,11694
23383,D-Frag!*,60074
42192,Edens Zero,192737
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,9299
21681,Hanayamata,104130
35376,Himouto! Umaru-chan R,229993
33490,Kaitou Joker 4th Season,3922
191,Love Hina Christmas Special: Silent Eve,55893
16353,Love Lab,186377
40272,A3! Season Autumn & Winter,19079
2986,Bamboo Blade,84869
14967,Boku wa Tomodachi ga Sukunai Next,492054
2116,Captain Tsubasa,77928
1078,Cardcaptor Sakura: Kero-chan ni Omakase!,29871
5593,Dogs: Bullets & Carnage,58738
650,Gunsmith Cats,44177
36884,Hisone to Maso-tan,75389
34787,Idol Time PriPara,5705
10536,Kimi ni Todoke 2nd Season: Minitodo Gekijou,44354
15439,"Kono Danshi, Ningyo Hiroimashita.",36011
9213,Kowarekake no Orgel,33861
483,Kurau Phantom Memory,28841
1439,Lupin III: Walther P38,7574
1064,Mazinkaiser,9555
16762,Mirai Nikki: Redial,330289
36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,80400
17505,Mushibugyou,84132
601,Nekojiru-sou,70026
1203,Nitaboh,8824
50461,Otome Game Sekai wa Mob ni Kibishii Sekai desu,130214
13391,Rakuen Tsuihou,92359
10884,Saki Achiga-hen: Episode of Side-A,34337
959,Shin Chou Kyou Ryo: Condor Hero,8466
7662,Shinrei Tantei Yakumo,125287
40902,Shokugeki no Souma: Gou no Sara,442597
198,Speed Grapher,104816
34086,Tales of Zestiria the Cross 2nd Season,148662
10232,Tamayura: Hitotose,43513
944,The Third: Aoi Hitomi no Shoujo,20352
30458,"Tokyo Ghoul: ""Jack""",226699
764,Zoids Shinseiki/Zero,26650
158,Maria-sama ga Miteru,61361
2954,Maria-sama ga Miteru 3rd Specials,6852
49847,Meng Qi Shi Shen 2nd Season,3789
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,57300
2929,Moonlight Mile 2nd Season: Touch Down,4609
1655,Nerima Daikon Brothers,8377
33983,Onihei,37725
770,Pale Cocoon,66065
161,Peace Maker Kurogane,54577
36652,Piano no Mori (TV),111498
1526,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,106075
19285,Shingeki no Kyojin: Ano Hi Kara,126355
32105,Sousei no Onmyouji,459381
33362,Starmyu 2nd Season,15813
2820,Time Travel Tondekeman!,2039
3859,Top Secret: The Revelation,18029
10294,Towa no Quon 1: Utakata no Kaben,72545
807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,43916
37993,Watashi ni Tenshi ga Maiorita!,176852
14951,Wonderful Rush,13182
42632,Yeon-ae Halujeon,11551
878,Zegapain,32178
4038,Zettai Karen Children,43462
49520,Aharen-san wa Hakarenai,204524
8676,Amagami SS,345398
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,23801
14345,Btooom!,788646
1536,Busou Renkin,163471
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,320433
408,Final Fantasy VII: Last Order,63491
908,Fullmetal Alchemist: Premium Collection,66981
476,Ginban Kaleidoscope,46748
1441,Ginga Tetsudou no Yoru,20725
14811,GJ-bu,163555
1030,Heisei Tanuki Gassen Ponpoko,92016
2228,Honoo no Toukyuuji: Dodge Danpei,4700
35413,Imouto sae Ireba Ii.,296584
822,Initial D Extra Stage,45376
16009,Kamisama no Inai Nichiyoubi,208014
1590,Legendz: Yomigaeru Ryuuou Densetsu,2787
39675,Ling Long: Incarnation,3913
1426,Lupin III: Part III,19265
519,Mahoraba: Heartful days,24283
49,Aa! Megami-sama!,50220
3006,Atashin'chi,4543
34618,Blend S,592158
38186,Bokutachi wa Benkyou ga Dekinai,378444
1347,Bubblegum Crisis,43741
4186,Chrome Shelled Regios,198804
10638,Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,57810
1684,Dotto Koni-chan,3748
505,Fushigiboshi no☆Futagohime,10672
36317,Gaikotsu Shotenin Honda-san,103639
18229,Gatchaman Crowds,175951
5060,Hetalia Axis Powers,243455
38476,Heya Camp△,84464
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,496602
31500,High School Fleet,97691
1004,Kanojo to Kanojo no Neko,91881
845,Kiba,73736
42340,Meikyuu Black Company,161543
2269,Mobile Suit Gundam SEED Special Edition,10082
39753,"Omoi, Omoware, Furi, Furare",60354
710,Rec,107691
11499,Sankarea,556324
4015,School Rumble San Gakki,59245
5277,Sekirei: Pure Engagement,223272
15751,Senyuu.,110452
6381,Strike Witches 2,79181
13333,Tari Tari,151505
1303,The Animatrix,74109
27,Trinity Blood,172059
2129,True Tears,205176
35249,Uma Musume: Pretty Derby (TV),114624
42187,Wu Shang Shen Di,2213
4651,Yume no Crayon Oukoku,3481
40497,Mahouka Koukou no Rettousei: Raihousha-hen,296274
99,Mai-Otome,48872
6116,Mainichi Kaasan,2903
2488,Mei to Koneko Bus,18985
37618,Meng Qi Shi Shen,18120
36936,Mirai no Mirai,120618
9181,Motto To LOVE-Ru,304762
6712,Natsu no Arashi! Akinaichuu,19343
31414,Nijiiro Days,211322
272,Noir,103592
2744,Potemayo,15726
28497,Rokka no Yuusha,576564
20671,Shashinkan,6840
32175,Shounen Maid,76879
5958,Sora no Otoshimono,443117
855,Strawberry Panic,130198
9893,Suite Precure♪,14058
4884,Tales of the Abyss,117397
10629,Tibet Inu Monogatari,5838
3036,Tobe! Isami,2080
1744,Wagamama☆Fairy Mirumo de Pon!,17588
37403,Ahiru no Sora,173712
101,Air,282113
11266,Ao no Exorcist: Kuro no Iede,125704
2922,Ashita no Joe 2 (Movie),4305
7870,Baka to Test to Shoukanjuu Specials,47020
356,Fate/stay night,867172
653,Galaxy Angel 3,8927
6574,Hanamaru Youchien,82395
5150,Hatsukoi Limited.,94368
49692,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,39472
8768,Hiyokoi,90621
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,100341
3958,Kannagi,156351
2927,KimiKiss Pure Rouge,86112
10918,Kowarekake no Orgel (Movie),14950
633,Legend of Basara,11389
8481,"""Bungaku Shoujo"" Memoire",27732
11701,Another: The Other - Inga,177665
36491,Doupo Cangqiong,9052
39026,Dumbbell Nan Kilo Moteru?,334846
117,El Hazard: The Magnificent World,17411
9135,Fullmetal Alchemist: The Sacred Star of Milos,171846
1858,Gakuen Utopia Manabi Straight!,29068
2987,Ginga Hyouryuu Vifam,3686
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,5689
1288,Kidou Keisatsu Patlabor,30711
39511,Main Actor,2953
3469,Maria-sama ga Miteru: Haru Specials,8131
3342,Mnemosyne: Mnemosyne no Musume-tachi,169807
4437,Naruto: Shippuuden Movie 2 - Kizuna,236729
11179,Papa no Iukoto wo Kikinasai!,181636
35330,Poputepipikku,198192
4618,RideBack,45275
43349,Sekikashita Kusanagi,11729
5034,Shikabane Hime: Kuro,72842
9888,Shinryaku! Ika Musume Specials,22254
536,Slayers: The Motion Picture,22672
3089,The Sky Crawlers,51979
335,Matantei Loki Ragnarok,36566
1090,Mobile Suit Gundam I,34625
3655,Nabari no Ou,158691
13585,Natsuyuki Rendezvous,76972
108,Ou Dorobou Jing in Seventh Heaven,12390
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,46190
44275,Selection Project,35463
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,3911
75,Soukyuu no Fafner: Dead Aggressor,44560
5226,Souten Kouro,17568
3009,Tiger Mask,9262
3672,Tottemo! Luckyman,2614
20359,Yamada-kun to 7-nin no Majo,54932
282,Angel Heart,16343
40532,Appare-Ranman!,117779
6676,Asura Cryin' 2,59537
34443,Baki,319302
11633,Blood Lad,632863
1222,Bokura ga Ita,218526
1450,Brigadoon: Marin to Melan,11869
1674,Captain Tsubasa J,27179
6149,Chibi Maruko-chan (1995),4195
2398,Digimon Adventure 02: Diablomon no Gyakushuu,49572
48760,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",151917
4639,Gosenzo-sama Banbanzai!,7370
411,Gun x Sword,71971
20689,Hamatora The Animation,283104
27969,Hana to Alice: Satsujin Jiken,36767
714,High School! Kimengumi,3433
19951,Hunter x Hunter Movie 2: The Last Mission,153874
18295,Kakumeiki Valvrave 2nd Season,88357
844,Konjiki no Gash Bell!!: 101 Banme no Mamono,7964
3577,Kyouran Kazoku Nikki,27607
28013,Macross Δ,70730
22433,Break Blade,88085
2756,Cheonnyeon-yeowoo Yeowoobi,13411
15687,Chuunibyou demo Koi ga Shitai! Lite,132262
15109,Cuticle Tantei Inaba,95738
1678,Cyborg 009: The Cyborg Soldier,30434
485,Damekko Doubutsu,10561
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,318580
1250,Erementar Gerad,90760
664,Fullmetal Alchemist: Reflections,41221
381,Fushigi Yuugi: Dai Ni Bu,19338
21039,Gatchaman Crowds: Insight,70281
20903,Harmonie,54326
27829,Heavy Object,143627
34281,High School DxD Hero,433223
6980,Kaidan Restaurant,15218
34933,Kakegurui,1272198
52,Kidou Tenshi Angelic Layer,54850
3272,Kinnikuman,10427
28623,Koutetsujou no Kabaneri,727175
6604,Kuruneko,4490
4375,Kyoro-chan,2583
37023,Layton Mystery Tanteisha: Katri no Nazotoki File,15519
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,24935
14833,Maoyuu Maou Yuusha,434020
34541,Mary to Majo no Hana,85803
2253,Mazinger Z,15619
738,MÄR,48122
5273,Miracle Giants Doumu-kun,1510
84,Mobile Suit Gundam 0083: Stardust Memory,38926
5597,Natsu no Arashi!,49942
32566,Noblesse: Pamyeol-ui Sijak,49474
350,Ojamajo Doremi,47960
2361,Sei Juushi Bismarck,5075
42826,Seijo no Maryoku wa Bannou Desu,137838
3861,Shaman King Specials,19211
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,712342
4028,Slayers Revolution,35204
152,Solty Rei,27756
28621,Subete ga F ni Naru,157104
5947,Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,27974
2577,Tom Sawyer no Bouken,7658
30901,Utawarerumono: Itsuwari no Kamen,100543
38217,"Wei, Kanjian Erduo La!",16420
7,Witch Hunter Robin,105582
1609,Mai-Otome Zwei,18429
10110,Mayo Chiki!,453126
2294,Mobile Suit Gundam SEED Destiny Special Edition,10939
48641,Obey Me!,33292
42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,183685
326,Petshop of Horrors,60174
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,34276
2182,Robot Carnival,21390
48537,Shi Yi Chang An: Mingyue Jishi You Er,3530
30649,Shin Atashin'chi,3198
28495,Sidonia no Kishi Movie,11259
3256,Soukou Kihei Votoms: Pailsen Files,4725
9241,Super Robot Taisen OG: The Inspector,9024
30911,Tales of Zestiria the Cross,303767
33558,Tales of Zestiria the Cross: Saiyaku no Jidai,58893
4663,Tekken Chinmi,4076
50444,Yong Sheng,638
1195,Zero no Tsukaima,750782
11759,Accel World,668361
38815,Aggressive Retsuko: We Wish You a Metal Christmas,47486
31771,Amanchu!,88047
37716,Beelzebub-jou no Okinimesu mama.,84111
2036,Cosmic Baton Girl Comet-san☆,3832
38656,Darwin's Game,460575
386,H2,8878
40833,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,12851
35639,Just Because!,270263
3245,Kindaichi Shounen no Jikenbo Specials,2421
306,Abenobashi Mahou☆Shoutengai,81508
1723,Clannad Movie,162976
8915,Dantalian no Shoka,139350
35849,Darling in the FranXX,1421306
20509,Fate/kaleid liner Prisma☆Illya 2wei!,148006
15699,Haiyore! Nyaruko-san W,168874
20853,Hitsugi no Chaika,352344
4550,Hyakko,42812
16774,Inferno Cop,95935
940,Inukami!,66566
16732,Kiniro Mosaic,172222
29325,Koukaku Kidoutai Arise: Alternative Architecture,40390
330,Midori no Hibi,153524
2834,Miracle☆Girls,4504
12467,Nazo no Kanojo X,267966
6030,Needless,135549
34238,Osomatsu-san: Ouma de Kobanashi,8179
2835,Patalliro!,6917
1565,Pokemon Diamond & Pearl,128469
6560,Popee the Performer,8881
45425,Slow Loop,46922
42668,Taisou Zamurai,51564
38098,Mix,20492
1722,Nagasarete Airantou,95065
22273,Selector Infected WIXOSS,141146
33969,Shuangsheng Lingtan,13105
341,Spiral: Suiri no Kizuna,50032
43693,Thermae Romae Novae,13782
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,34764
38921,Tsurune: Kazemai Koukou Kyuudoubu - Yabai,21535
935,Witchblade,107210
30740,Young Black Jack,78978
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,197577
713,Air Movie,58430
17901,All Alone With You,17165
5356,Canaan,210965
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,94614
2383,Cybersix,8809
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,850177
1369,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,18785
1313,Digimon Adventure 02,208545
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,689876
3568,Ganbarist! Shun,3153
37140,Gegege no Kitarou (2018),45789
41710,Genjitsu Shugi Yuusha no Oukoku Saikenki,286984
915,Ginga Densetsu Weed,14145
246,Groove Adventure Rave,93485
28607,Hetalia: The World Twinkle,38932
3010,Kaiketsu Zorro,10753
40839,"Kanojo, Okarishimasu",794465
1374,Kyoushoku Soukou Guyver (2005),20529
41833,Kyuuketsuki Sugu Shinu,63863
21105,Love Stage!!,237182
42481,A Day Before Us,17526
49066,Artiswitch,9702
32827,B: The Beginning,308278
5675,Basquash!,43794
10396,Ben-To,304514
5760,Dororo to Hyakkimaru,17430
2030,El Cazador de la Bruja,49888
32930,Fairy Tail OVA (2016),76370
42030,Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,25776
1524,Fuujin Monogatari,16786
